NAME,GEOID,minx,miny,maxx,maxy
Lee,1742587,-88.951235,41.788335,-88.935528,41.804469
Lee Center,1742600,-89.286703,41.741832,-89.266062,41.758072
Leland,1742756,-88.807688,41.60558,-88.789269,41.622985
Leland Grove,1742769,-89.696505,39.77144,-89.671269,39.786834
Lemont,1742795,-88.047103,41.639337,-87.928544,41.711226
Lena,1742834,-89.840776,42.356958,-89.797355,42.399594
Lenzburg,1742860,-89.829688,38.270779,-89.806742,38.296275
Leonore,1742912,-88.986053,41.18507,-88.979023,41.19187
Lerna,1742938,-88.294727,39.416012,-88.283141,39.419989
Lewistown,1743055,-90.172814,40.377053,-90.140194,40.416096
Lexington,1743094,-88.815447,40.631713,-88.759897,40.664108
Liberty,1743133,-91.113191,39.874568,-91.104397,39.895285
Libertyville,1743250,-88.022183,42.245589,-87.92485,42.324286
Lily Lake,1743406,-88.488615,41.938999,-88.452716,41.968258
Lima,1743445,-91.381774,40.170633,-91.373704,40.185104
Limestone,1743510,-88.010459,41.108204,-87.937727,41.162159
Lincoln,1743536,-89.416919,40.126366,-89.330477,40.168455
Lincolnshire,1743666,-87.951265,42.17535,-87.883874,42.22187
Lincolnwood,1743744,-87.76227,41.997232,-87.709057,42.015423
Lindenhurst,1743770,-88.059065,42.385067,-88.002784,42.440881
Lisbon,1743900,-88.498758,41.465904,-88.4332,41.495091
Lisle,1743939,-88.119297,41.759794,-88.049792,41.818481
Litchfield,1743965,-89.693257,39.146643,-89.584648,39.262214
Literberry,1743978,-90.206827,39.842896,-90.187952,39.858723
Little York,1744082,-90.755165,41.006533,-90.737319,41.013955
Littleton,1744056,-90.633484,40.226714,-90.611169,40.241404
Liverpool,1744121,-90.007934,40.387996,-89.997411,40.392478
Livingston,1744160,-89.773433,38.959075,-89.754718,38.97598
Loami,1744173,-89.858236,39.663382,-89.838301,39.683909
Lockport,1744225,-88.075775,41.556091,-87.963479,41.641672
Lockport Heights,1744244,-88.029805,41.619228,-88.015946,41.624009
Loda,1744264,-88.088987,40.504749,-88.060368,40.526544
Lomax,1744381,-91.094529,40.67273,-91.058227,40.689185
Lombard,1744407,-88.051044,41.831422,-87.98701,41.915062
London Mills,1744446,-90.283143,40.705994,-90.253357,40.717479
Long Creek,1744498,-88.884508,39.791031,-88.811813,39.820198
Long Grove,1744524,-88.043327,42.153686,-87.964971,42.252575
Long Lake,1744550,-88.149713,42.364636,-88.109285,42.388313
Long Point,1744576,-88.89668,41.00148,-88.88867,41.008877
Longview,1744602,-88.070763,39.879855,-88.057148,39.894372
Loraine,1744719,-91.232751,40.142839,-91.212157,40.161337
Lorenzo,1744784,-88.229464,41.341628,-88.212631,41.350462
Lost Nation,1744836,-89.389426,41.902612,-89.345938,41.923864
Lostant,1744823,-89.0749,41.10454,-89.054067,41.146119
Louisville,1744927,-88.522167,38.759698,-88.490939,38.776996
Loves Park,1745031,-89.069963,42.293905,-88.91999,42.37018
Lovington,1745044,-88.644055,39.709943,-88.624725,39.721133
Lowpoint,1745109,-89.320658,40.868997,-89.308228,40.876359
Ludlow,1745174,-88.136573,40.381914,-88.117537,40.397737
Lyndon,1745278,-89.934976,41.707185,-89.910608,41.724999
Lynn Center,1745343,-90.362965,41.290129,-90.353741,41.29847
Lynnville,1745369,-90.347859,39.682604,-90.344124,39.688751
Lynwood,1745421,-87.587529,41.491043,-87.525533,41.542877
Lyons,1745434,-87.840593,41.798884,-87.801764,41.823715
Macedonia,1745642,-88.71026,38.04889,-88.699974,38.056336
Machesney Park,1745726,-89.073953,42.325036,-88.951574,42.401777
Mackinaw,1745785,-89.37582,40.521491,-89.325738,40.542331
Macomb,1745889,-90.757202,40.431083,-90.618788,40.519814
Macon,1745941,-89.009757,39.692504,-88.983477,39.727372
Madison,1745993,-90.210835,38.638612,-90.077076,38.798193
Maeystown,1746058,-90.238707,38.21985,-90.226347,38.231672
Magnolia,1746110,-89.201731,41.109011,-89.189478,41.118517
Mahomet,1746136,-88.445816,40.163854,-88.336532,40.226247
Makanda,1746214,-89.268547,37.598605,-89.20016,37.645828
Malden,1746240,-89.375383,41.420107,-89.36462,41.429664
Malta,1746279,-88.886784,41.921111,-88.856729,41.937545
Manchester,1746331,-90.340253,39.534867,-90.320338,39.549816
Manhattan,1746357,-88.020384,41.385834,-87.941055,41.45452
Manito,1746383,-89.792526,40.405687,-89.765889,40.435133
Manlius,1746422,-89.68337,41.451054,-89.660985,41.461931
Mansfield,1746487,-88.519936,40.205523,-88.495427,40.222004
Manteno,1746500,-87.881985,41.206714,-87.80992,41.276191
Maple Park,1746604,-88.625665,41.890106,-88.584948,41.930518
Mapleton,1746643,-89.737208,40.560128,-89.704365,40.582355
Maquon,1746695,-90.167619,40.79321,-90.156836,40.801014
Marcelline,1746734,-91.371393,40.115139,-91.366008,40.120024
Marengo,1746786,-88.663847,42.171599,-88.575384,42.271533
Marietta,1746825,-90.398047,40.495456,-90.388005,40.503324
Marine,1746864,-89.788013,38.779177,-89.767224,38.794178
Marion,1746916,-89.021829,37.664562,-88.877607,37.767971
Marissa,1746955,-89.815947,38.234299,-89.734497,38.271722
Mark,1746981,-89.280602,41.250494,-89.240598,41.274872
Markham,1747007,-87.719873,41.582697,-87.650211,41.622362
Marley,1747046,-87.932002,41.544997,-87.919455,41.552187
Maroa,1747072,-88.966396,40.022488,-88.942019,40.052307
Marquette Heights,1747111,-89.61986,40.610101,-89.588804,40.629202
Marseilles,1747150,-88.743725,41.267008,-88.637769,41.368612
Marshall,1747163,-87.714142,39.371819,-87.66143,39.434673
Martinsville,1747254,-87.90405,39.320227,-87.862953,39.374348
Martinton,1747280,-87.731103,40.910156,-87.721287,40.919334
Maryville,1747397,-90.005894,38.703964,-89.928368,38.745573
Mascoutah,1747423,-89.831617,38.479912,-89.779327,38.558167
Mason,1747449,-88.635434,38.944413,-88.616129,38.962897
Mason City,1747475,-89.716856,40.193228,-89.678673,40.208695
Matherville,1747527,-90.612388,41.25494,-90.5968,41.264309
Matteson,1747540,-87.790416,41.491436,-87.690738,41.529659
Mattoon,1747553,-88.419224,39.41045,-88.266515,39.520856
Maunie,1747592,-88.04983,38.031048,-88.04247,38.039075
Maywood,1747774,-87.863164,41.864183,-87.824852,41.898648
Mazon,1747787,-88.433434,41.234989,-88.414138,41.248573
McClure,1745525,-89.44949,37.292043,-89.395851,37.334756
McCook,1745564,-87.859459,41.782231,-87.812043,41.806165
McCullom Lake,1745616,-88.306263,42.364063,-88.285343,42.375256
McHenry,1745694,-88.345638,42.299354,-88.238033,42.371403
McLean,1745811,-89.181864,40.303803,-89.149267,40.326474
McLeansboro,1745824,-88.571357,38.071249,-88.511443,38.104178
McNabb,1745850,-89.214491,41.172763,-89.203782,41.181863
Mechanicsburg,1748021,-89.420951,39.791582,-89.389844,39.814321
Media,1748073,-90.846411,40.756846,-90.817444,40.777731
Medora,1748138,-90.147121,39.167199,-90.133847,39.181724
Melrose Park,1748242,-87.903409,41.888954,-87.827848,41.919051
Melvin,1748268,-88.253023,40.56454,-88.236738,40.575295
Mendon,1748307,-91.302308,40.080802,-91.270908,40.09547
Mendota,1748333,-89.147027,41.512769,-89.05035,41.576239
Menominee,1748359,-90.565129,42.459631,-90.522738,42.492175
Meredosia,1748424,-90.569792,39.823377,-90.544422,39.840835
Merrionette Park,1748554,-87.71013,41.676837,-87.695354,41.688033
Merritt,1748567,-90.41919,39.713088,-90.414269,39.717756
Metamora,1748606,-89.391994,40.782213,-89.345398,40.810217
Metcalf,1748632,-87.813796,39.792457,-87.796105,39.807114
Metropolis,1748645,-88.747957,37.135027,-88.672272,37.18703
Mettawa,1748671,-87.941018,42.221114,-87.895653,42.27644
Meyer,1748684,-91.507081,40.144288,-91.501263,40.154647
Middletown,1748853,-89.595152,40.092331,-89.583927,40.106781
Midlothian,1748892,-87.757001,41.610946,-87.698184,41.637454
Milan,1749009,-90.605663,41.409377,-90.522614,41.464061
Milford,1749048,-87.705376,40.617981,-87.684293,40.634824
Mill Creek,1749178,-89.258069,37.335556,-89.248792,37.346621
Mill Shoals,1749347,-88.352721,38.241131,-88.333251,38.263879
Millbrook,1749100,-88.564249,41.588775,-88.524914,41.623024
Milledgeville,1749191,-89.788509,41.957105,-89.763847,41.970364
Millersburg,1749243,-90.828459,41.238006,-90.808703,41.242568
Millington,1749308,-88.611714,41.553907,-88.594178,41.57067
Millstadt,1749386,-90.107039,38.420627,-90.049904,38.484223
Milton,1749477,-90.657124,39.560142,-90.641781,39.571165
Mineral,1749516,-89.843418,41.377395,-89.831229,41.387403
Minier,1749555,-89.320737,40.424547,-89.30693,40.441332
Minonk,1749568,-89.056167,40.892958,-89.02476,40.926172
Minooka,1749607,-88.340023,41.418015,-88.236627,41.491498
Mitchell,1749698,-90.092787,38.757824,-90.071415,38.769019
Modesto,1749802,-89.986831,39.47084,-89.974836,39.485641
Mokena,1749854,-87.927988,41.491693,-87.811892,41.553076
Moline,1749867,-90.539563,41.420958,-90.432092,41.518428
Momence,1749893,-87.686436,41.149611,-87.651159,41.1767
Monee,1749945,-87.783663,41.397656,-87.70913,41.434206
Monmouth,1750010,-90.667471,40.891754,-90.611594,40.935469
Monroe Center,1750062,-89.012319,42.093518,-88.978067,42.108273
Montgomery,1750218,-88.429196,41.697848,-88.28194,41.744853
Monticello,1750244,-88.607928,40.003013,-88.545827,40.06881
Montrose,1750283,-88.388578,39.155066,-88.367623,39.176551
Moro,1750452,-90.032429,38.922251,-90.019737,38.929014
Morris,1750491,-88.489308,41.34925,-88.364733,41.43773
Morrison,1750530,-89.984534,41.791937,-89.937767,41.82282
Morrisonville,1750543,-89.478373,39.413882,-89.448842,39.433009
Morton,1750621,-89.516675,40.558082,-89.421764,40.662185
Morton Grove,1750647,-87.825819,42.02276,-87.76194,42.056534
Mossville,1750699,-89.582884,40.807025,-89.556598,40.825462
Mound City,1750751,-89.17756,37.069691,-89.151251,37.097061
Mound Station,1750790,-90.883343,40.002666,-90.864141,40.010399
Mounds,1750777,-89.213015,37.106675,-89.189646,37.122188
Mount Auburn,1750829,-89.270339,39.757367,-89.251418,39.772478
Mount Carmel,1750868,-87.803755,38.395573,-87.743504,38.446064
Mount Carroll,1750881,-89.992392,42.077055,-89.960132,42.109219
Mount Clare,1750920,-89.83941,39.089554,-89.811533,39.109316
Mount Erie,1750933,-88.239597,38.510869,-88.224676,38.518363
Mount Morris,1750998,-89.445513,42.035217,-89.410226,42.06194
Mount Olive,1751024,-89.750733,39.064265,-89.714959,39.083425
Mount Prospect,1751089,-87.975592,42.020741,-87.888623,42.102387
Mount Pulaski,1751128,-89.294976,40.000388,-89.272764,40.023434
Mount Sterling,1751154,-90.778578,39.976051,-90.749885,39.99631
Mount Vernon,1751180,-88.975773,38.272955,-88.829967,38.347458
Mount Zion,1751206,-88.915526,39.750724,-88.858527,39.804662
Moweaqua,1751232,-89.053354,39.610429,-89.002501,39.639562
Muddy,1751271,-88.52181,37.759414,-88.506864,37.772883
Mulberry Grove,1751284,-89.278439,38.917284,-89.256714,38.931875
Mulkeytown,1751310,-89.117624,37.968334,-89.104613,37.975722
Muncie,1751336,-87.849861,40.114008,-87.835311,40.117925
Mundelein,1751349,-88.072496,42.227642,-87.93845,42.306126
Murphysboro,1751453,-89.366553,37.748164,-89.278528,37.789312
Murrayville,1751479,-90.260898,39.574394,-90.241824,39.589069
Nachusa,1751544,-89.400483,41.830173,-89.370956,41.837578
Naperville,1751622,-88.235347,41.666244,-88.088513,41.821871
Naplate,1751648,-88.886769,41.328712,-88.873254,41.335673
Naples,1751661,-90.616117,39.74678,-90.60086,39.762808
Nashville,1751700,-89.404073,38.327536,-89.350323,38.393873
Nason,1751726,-88.976661,38.169131,-88.957751,38.183711
Nauvoo,1751791,-91.406851,40.523032,-91.360861,40.568694
Nebo,1751882,-90.794444,39.435735,-90.781346,39.447015
Nekoma,1751934,-90.19448,41.169061,-90.18731,41.174582
Nelson,1751947,-89.611604,41.79244,-89.592395,41.801538
Neoga,1751986,-88.467012,39.312732,-88.427575,39.332283
Neponset,1751999,-89.799218,41.289411,-89.779592,41.304335
New Athens,1752116,-89.900159,38.305925,-89.852723,38.335373
New Baden,1752142,-89.736644,38.52803,-89.684725,38.546018
New Bedford,1752155,-89.722391,41.507524,-89.715103,41.514895
New Berlin,1752168,-89.930694,39.718487,-89.900583,39.733153
New Boston,1752220,-91.014718,41.158344,-90.986031,41.180277
New Burnside,1752285,-88.782062,37.570898,-88.763158,37.586432
New Canton,1752311,-91.106806,39.628773,-91.085862,39.64413
New Douglas,1752415,-89.675932,38.960831,-89.657137,38.977545
New Grand Chain,1752467,-89.028267,37.24672,-88.99998,37.262465
New Haven,1752506,-88.138918,37.893036,-88.11777,37.916118
New Holland,1752545,-89.589509,40.179373,-89.572889,40.18834
New Lenox,1752584,-88.026096,41.460788,-87.907433,41.566506
New Milford,1752701,-89.084822,42.159043,-89.02388,42.194426
New Minden,1752714,-89.375346,38.434164,-89.364389,38.442938
New Salem,1752805,-90.857527,39.700212,-90.838166,39.715071
Newark,1752103,-88.590078,41.526586,-88.569445,41.54821
Newman,1752623,-88.003862,39.787601,-87.977768,39.803266
Newton,1752844,-88.192695,38.973033,-88.144285,38.998089
Niantic,1752961,-89.174855,39.846095,-89.156545,39.86494
Niles,1753000,-87.855014,41.999985,-87.767142,42.062016
Nilwood,1753039,-89.81468,39.391667,-89.802852,39.406334
Niota,1753078,-91.299414,40.609682,-91.280478,40.623818
Noble,1753143,-88.232697,38.689964,-88.213388,38.704899
Nokomis,1753169,-89.298017,39.290633,-89.270935,39.308844
Nora,1753195,-89.955254,42.447409,-89.934079,42.463017
Normal,1753234,-89.083473,40.493899,-88.903021,40.561684
Norridge,1753377,-87.846564,41.952391,-87.801301,41.975397
Norris,1753390,-90.0378,40.622103,-90.022831,40.629359
Norris City,1753403,-88.337853,37.96174,-88.319343,37.988215
North Aurora,1753442,-88.400804,41.788791,-88.298613,41.832968
North Barrington,1753455,-88.160038,42.179042,-88.110796,42.2417
North Chicago,1753559,-87.899504,42.287764,-87.824646,42.34152
North City,1753585,-89.078898,37.979571,-89.049662,38.005079
North Henderson,1753793,-90.478769,41.085638,-90.467304,41.094414
North Pekin,1754092,-89.636832,40.600022,-89.607817,40.626705
North Riverside,1754144,-87.855227,41.835301,-87.80348,41.857747
North Utica,1754222,-89.038889,41.312167,-88.990881,41.389818
Northbrook,1753481,-87.892357,42.098324,-87.780301,42.152998
Northfield,1753663,-87.801559,42.08487,-87.751421,42.119598
Northlake,1753871,-87.920562,41.899696,-87.882872,41.937045
Norwood,1754404,-89.706222,40.704473,-89.691438,40.711032
O'Fallon,1755249,-89.966326,38.547351,-89.852854,38.650085
Oak Brook,1754534,-87.99679,41.81294,-87.91861,41.86188
Oak Forest,1754638,-87.794557,41.575003,-87.713863,41.62868
Oak Grove,1754703,-90.587076,41.406887,-90.56295,41.421113
Oak Lawn,1754820,-87.798757,41.683381,-87.720317,41.734524
Oak Park,1754885,-87.805748,41.864977,-87.774139,41.909254
Oak Run,1754924,-90.165817,40.945588,-90.101383,40.979396
Oakbrook Terrace,1754560,-87.992481,41.844638,-87.948558,41.868261
Oakdale,1754586,-89.520039,38.255725,-89.491998,38.27551
Oakford,1754625,-89.971656,40.094802,-89.957823,40.106145
Oakland,1754781,-88.045286,39.648288,-88.014425,39.667036
Oakwood,1755002,-87.784953,40.092059,-87.768256,40.128346
Oakwood Hills,1755041,-88.257395,42.240436,-88.222682,42.256185
Oblong,1755106,-87.927462,38.994495,-87.899494,39.008852
Oconee,1755132,-89.112397,39.280837,-89.100134,39.290378
Odell,1755171,-88.533611,40.994842,-88.501599,41.01056
Odin,1755210,-89.063848,38.606808,-89.038683,38.626748
Ogden,1755275,-87.966368,40.108853,-87.947659,40.12264
Oglesby,1755353,-89.105644,41.272814,-89.030739,41.31046
Ohio,1755379,-89.471292,41.549278,-89.451957,41.561078
Ohlman,1755418,-89.22353,39.337903,-89.214368,39.34887
Okawville,1755470,-89.562613,38.418456,-89.532005,38.448505
Old Mill Creek,1755639,-88.014635,42.395388,-87.947539,42.483955
Old Ripley,1755717,-89.574957,38.888559,-89.568584,38.897298
Old Shawneetown,1755756,-88.147579,37.689065,-88.130972,37.705084
Olive Branch,1755847,-89.388119,37.150935,-89.31618,37.196242
Olivet,1755886,-87.653808,39.933707,-87.617343,39.954912
Olmsted,1755899,-89.104712,37.164621,-89.062721,37.196184
Olney,1755912,-88.13132,38.697576,-88.047803,38.758453
Olympia Fields,1755938,-87.714426,41.503965,-87.664645,41.529137
Omaha,1756003,-88.312145,37.882958,-88.297084,37.897751
Onarga,1756081,-88.027939,40.70187,-87.993833,40.72504
Oneida,1756159,-90.234495,41.063158,-90.21474,41.079688
Opdyke,1756198,-88.795624,38.252426,-88.781715,38.264949
Ophiem,1756211,-90.397336,41.245194,-90.367973,41.263176
Oquawka,1756237,-90.962916,40.924441,-90.937889,40.954475
Orangeville,1756341,-89.655705,42.455281,-89.637474,42.47536
Oreana,1756471,-88.878797,39.92998,-88.856652,39.948557
Oregon,1756484,-89.352791,41.999462,-89.310394,42.026457
Orient,1756536,-88.98639,37.9102,-88.967306,37.926965
Orion,1756601,-90.391205,41.340996,-90.358339,41.362015
Orland Hills,1756627,-87.861868,41.579573,-87.832454,41.603731
Orland Park,1756640,-87.911636,41.552679,-87.789731,41.652588
Osco,1756796,-90.28972,41.342264,-90.277925,41.350863
Oswego,1756887,-88.41841,41.63725,-88.260275,41.719315
Ottawa,1756926,-88.889085,41.309623,-88.743725,41.397842
Otterville,1756978,-90.40776,39.043488,-90.38897,39.058117
Owaneco,1757043,-89.204292,39.4765,-89.185475,39.487751
Oxville,1757121,-90.563394,39.703469,-90.557567,39.706963
Paderborn,1757160,-90.051353,38.355841,-90.041461,38.363392
Palatine,1757225,-88.094968,42.062331,-88.003271,42.153848
Palestine,1757277,-87.626944,38.99628,-87.59961,39.007248
Palmer,1757303,-89.417358,39.451316,-89.398453,39.466044
Palmyra,1757329,-90.005471,39.427136,-89.986273,39.442519
Paloma,1757342,-91.205598,40.019162,-91.191134,40.031976
Palos Heights,1757381,-87.820163,41.645672,-87.768567,41.684432
Palos Hills,1757394,-87.846842,41.680706,-87.797857,41.718198
Palos Park,1757407,-87.967208,41.649768,-87.810733,41.692374
Pana,1757472,-89.118722,39.35816,-89.009402,39.406145
Panama,1757498,-89.529483,39.020926,-89.518861,39.037295
Panola,1757524,-89.025495,40.773342,-89.011317,40.790521
Papineau,1757576,-87.720514,40.96285,-87.712667,40.973203
Paris,1757628,-87.719201,39.581563,-87.649207,39.649894
Park City,1757654,-87.90725,42.341573,-87.877854,42.363325
Park Forest,1757732,-87.709872,41.449079,-87.656042,41.506176
Park Ridge,1757875,-87.869829,41.984509,-87.816269,42.04717
Parkersburg,1757693,-88.063787,38.580793,-88.049884,38.599314
Patoka,1758057,-89.105543,38.745919,-89.086569,38.766392
Paw Paw,1758226,-88.99312,41.681693,-88.968635,41.696521
Pawnee,1758174,-89.608943,39.58224,-89.567557,39.608965
Paxton,1758239,-88.13188,40.443995,-88.078776,40.469987
Payson,1758265,-91.256346,39.807218,-91.232188,39.826395
Pearl,1758343,-90.638438,39.451577,-90.605505,39.467078
Pearl City,1758369,-89.835889,42.256396,-89.820644,42.276379
Pecatonica,1758408,-89.372263,42.298192,-89.341071,42.318503
Pekin,1758447,-89.675118,40.53085,-89.574485,40.615393
Penfield,1758577,-87.949236,40.298919,-87.936269,40.309503
Peoria,1759000,-89.69887,40.652235,-89.546414,40.844242
Peoria Heights,1759026,-89.59095,40.728751,-89.54103,40.760719
Peotone,1759052,-87.823906,41.313213,-87.765959,41.339591
Percy,1759104,-89.633375,38.008732,-89.60429,38.021167
Perry,1759156,-90.75515,39.777937,-90.73807,39.786293
Peru,1759234,-89.182727,41.309772,-89.105732,41.383875
Pesotum,1759273,-88.283745,39.901746,-88.264916,39.922624
Petersburg,1759312,-89.862393,40.003537,-89.807991,40.02581
Phillipstown,1759520,-88.023185,38.139248,-88.013038,38.146478
Philo,1759533,-88.166392,39.996389,-88.142681,40.01204
Phoenix,1759572,-87.636646,41.604201,-87.624118,41.619309
Pierron,1759709,-89.602684,38.772221,-89.5158,38.783316
Pinckneyville,1759884,-89.415012,38.042673,-89.315167,38.116583
Pingree Grove,1759988,-88.4686,42.061386,-88.409507,42.110393
Piper City,1760079,-88.196956,40.74817,-88.180707,40.765378
Pistakee Highlands,1760144,-88.227246,42.385562,-88.198804,42.415577
Pittsburg,1760209,-88.864129,37.766643,-88.835747,37.790291
Pittsfield,1760222,-90.850766,39.592974,-90.740901,39.656619
Plainfield,1760287,-88.302589,41.569223,-88.162889,41.680185
Plainville,1760339,-91.189965,39.778281,-91.175754,39.78903
Plano,1760352,-88.575093,41.647361,-88.487901,41.720031
Plattville,1760391,-88.404873,41.525174,-88.365899,41.54803
Pleasant Hill,1760534,-90.885802,39.434468,-90.860838,39.452135
Pleasant Plains,1760599,-89.929833,39.865472,-89.901149,39.885841
Plum Valley,1760826,-87.561961,41.446844,-87.525671,41.470283
Plymouth,1760833,-90.924158,40.284057,-90.905738,40.299301
Pocahontas,1760872,-89.552621,38.8181,-89.529127,38.829115
Polo,1760937,-89.602217,41.973893,-89.564226,41.995778
Pontiac,1761015,-88.682341,40.858901,-88.60366,40.935845
Pontoon Beach,1761067,-90.106127,38.666669,-90.011887,38.775023
Pontoosuc,1761080,-91.228395,40.618564,-91.195505,40.638473
Poplar Grove,1761145,-88.880913,42.305665,-88.805094,42.386019
Port Barrington,1761216,-88.210372,42.227306,-88.174077,42.256135
Port Byron,1761223,-90.338921,41.590646,-90.306101,41.637469
Posen,1761314,-87.698514,41.619152,-87.674625,41.640868
Potomac,1761366,-87.808603,40.299761,-87.785425,40.314243
Prairie City,1761548,-90.474697,40.613444,-90.454103,40.62841
Prairie Grove,1761678,-88.301841,42.248623,-88.227977,42.29949
Prairie du Rocher,1761639,-90.107654,38.072712,-90.08846,38.08987
Prairietown,1761743,-89.927025,38.962948,-89.918576,38.970318
Preemption,1761782,-90.591831,41.305404,-90.567044,41.320477
Prestbury,1761821,-88.43427,41.778247,-88.4094,41.790535
Preston Heights,1761860,-88.102357,41.487836,-88.061239,41.507149
Princeton,1761899,-89.499483,41.346397,-89.422332,41.423061
Princeville,1761925,-89.767327,40.922821,-89.744336,40.952121
Prophetstown,1761977,-89.949956,41.661934,-89.912814,41.682381
Prospect Heights,1762016,-87.969069,42.0878,-87.878249,42.124357
Pulaski,1762211,-89.217208,37.206813,-89.198749,37.228926
Quincy,1762367,-91.428424,39.897206,-91.31581,39.973067
Radom,1762523,-89.201336,38.272121,-89.182703,38.287625
Raleigh,1762588,-88.544148,37.815996,-88.516479,37.838325
Ramsey,1762627,-89.120046,39.136795,-89.100825,39.16488
Rankin,1762744,-87.901891,40.456316,-87.886978,40.472136
Ransom,1762757,-88.663875,41.151226,-88.644472,41.165867
Rantoul,1762783,-88.212991,40.275387,-88.117064,40.326742
Rapids City,1762822,-90.359314,41.56701,-90.325525,41.594496
